# SMOOTHED!!  noise power spectrum for VIRGO detector
# (spikes in original noise power spectrum are commented # out)
# data format:  f (Hz)  sqrt(P(f)) (strain/rHz)
#
0.0 0.0952
0.1012 0.0952
0.1023 0.08103
0.1035 0.06896
0.1047 0.0587
0.1059 0.04996
0.1072 0.04252
0.1084 0.03619
0.1096 0.03081
0.1109 0.02622
0.1122 0.02232
0.1135 0.01899
0.1148 0.01617
0.1161 0.01376
0.1175 0.01171
0.1189 0.00997
0.1202 0.00848
0.1216 0.00722
0.123 0.00615
0.1245 0.00523
0.1259 0.00445
0.1274 0.00379
0.1288 0.00323
0.1303 0.00275
0.1318 0.00234
0.1334 0.00199
0.1349 0.00169
0.1365 0.00144
0.138 0.00123
0.1396 0.00104
0.1413 8.884e-4
0.1429 7.562e-4
0.1445 6.436e-4
0.1462 5.478e-4
0.1479 4.663e-4
0.1496 3.969e-4
0.1514 3.378e-4
0.1531 2.875e-4
0.1549 2.447e-4
0.1567 2.083e-4
0.1585 1.773e-4
0.1603 1.509e-4
0.1622 1.284e-4
0.1641 1.093e-4
0.166 9.303e-5
0.1679 7.918e-5
0.1698 6.74e-5
0.1718 5.736e-5
0.1738 4.882e-5
0.1758 4.156e-5
0.1778 3.537e-5
0.1799 3.01e-5
0.182 2.562e-5
0.1841 2.181e-5
0.1862 1.856e-5
0.1884 1.58e-5
0.1905 1.345e-5
0.1928 1.145e-5
0.195 9.742e-6
0.1972 8.291e-6
0.1995 7.057e-6
0.2018 6.007e-6
0.2042 5.112e-6
0.2065 4.351e-6
0.2089 3.704e-6
0.2113 3.152e-6
0.2138 2.683e-6
0.2163 2.284e-6
0.2188 1.944e-6
0.2213 1.654e-6
0.2239 1.408e-6
0.2265 1.198e-6
0.2291 1.02e-6
0.2317 8.682e-7
0.2344 7.39e-7
0.2371 6.29e-7
0.2399 5.353e-7
0.2427 4.556e-7
0.2455 3.878e-7
0.2483 3.301e-7
0.2512 2.809e-7
0.2541 2.391e-7
0.257 2.035e-7
0.26 1.732e-7
0.263 1.474e-7
0.2661 1.255e-7
0.2692 1.068e-7
0.2723 9.091e-8
0.2754 7.738e-8
0.2786 6.586e-8
0.2818 5.606e-8
0.2851 4.771e-8
0.2884 4.061e-8
0.2917 3.456e-8
0.2951 2.942e-8
0.2985 2.504e-8
0.302 2.131e-8
0.3055 1.814e-8
0.309 1.544e-8
0.3126 1.314e-8
0.3162 1.118e-8
0.3199 9.52e-9
0.3236 8.103e-9
0.3273 6.896e-9
0.3311 5.87e-9
0.335 4.996e-9
0.3388 4.252e-9
0.3428 3.619e-9
0.3467 3.081e-9
0.3508 2.622e-9
0.3548 2.232e-9
0.3589 1.899e-9
0.3631 1.617e-9
0.3673 1.376e-9
0.3715 1.171e-9
0.3758 9.968e-10
0.3802 8.485e-10
0.3846 7.222e-10
0.389 6.147e-10
0.3936 5.232e-10
0.3981 4.453e-10
0.4027 3.79e-10
0.4074 3.226e-10
0.4121 2.746e-10
0.4169 2.337e-10
0.4217 1.989e-10
0.4266 1.693e-10
0.4315 1.441e-10
0.4365 1.226e-10
0.4416 1.044e-10
0.4467 8.884e-11
0.4519 7.562e-11
0.4571 6.436e-11
0.4624 5.478e-11
0.4677 4.663e-11
0.4732 3.969e-11
0.4786 3.378e-11
0.4842 2.875e-11
0.4898 2.447e-11
0.4955 2.083e-11
0.5012 1.773e-11
0.507 1.509e-11
0.5129 1.284e-11
0.5188 1.093e-11
0.5248 9.303e-12
0.5309 7.918e-12
0.537 6.74e-12
0.5433 5.736e-12
0.5495 4.882e-12
0.5559 4.156e-12
0.5623 3.537e-12
0.5689 3.01e-12
0.5754 2.562e-12
0.5821 2.181e-12
0.5888 1.856e-12
0.5957 2.073e-12
0.6026 1.345e-12
0.6095 1.145e-12
0.6166 9.742e-13
0.6237 8.291e-13
0.631 7.057e-13
0.6383 6.007e-13
0.6457 5.112e-13
0.6531 4.351e-13
0.6607 3.704e-13
0.6683 3.152e-13
0.6761 2.683e-13
0.6839 2.284e-13
0.6918 1.944e-13
0.6998 1.654e-13
0.7079 1.408e-13
0.7161 1.198e-13
0.7244 1.02e-13
0.7328 8.682e-14
0.7413 7.39e-14
0.7499 6.29e-14
0.7586 5.353e-14
0.7674 4.556e-14
0.7762 3.878e-14
0.7852 3.301e-14
0.7943 2.809e-14
0.8035 2.391e-14
0.8128 2.035e-14
0.8222 1.732e-14
0.8318 1.474e-14
0.8414 1.255e-14
0.8511 1.068e-14
0.861 9.091e-15
0.871 7.738e-15
0.881 6.586e-15
0.8913 5.606e-15
0.9016 4.771e-15
0.912 4.061e-15
0.9226 3.456e-15
0.9333 2.942e-15
0.9441 2.504e-15
0.955 2.131e-15
0.9661 1.814e-15
0.9772 1.544e-15
0.9886 1.314e-15
1 1.118e-15
1.012 9.52e-16
1.023 8.103e-16
1.035 6.897e-16
1.047 5.87e-16
1.059 4.996e-16
1.072 4.252e-16
1.084 3.619e-16
1.096 3.081e-16
1.109 2.622e-16
1.122 2.232e-16
1.135 1.899e-16
1.148 1.617e-16
1.161 1.376e-16
1.175 1.171e-16
1.189 9.969e-17
1.202 8.485e-17
1.216 7.222e-17
1.23 6.147e-17
1.245 5.232e-17
1.259 4.453e-17
1.274 3.791e-17
1.288 3.227e-17
1.303 2.746e-17
1.318 2.338e-17
1.334 1.99e-17
1.349 1.694e-17
1.365 1.442e-17
1.38 1.228e-17
1.396 1.045e-17
1.413 8.901e-18
1.429 7.58e-18
1.445 6.456e-18
1.462 5.5e-18
1.479 4.687e-18
1.496 3.995e-18
1.514 3.407e-18
1.531 2.907e-18
1.549 2.482e-18
1.567 2.121e-18
1.585 1.815e-18
1.603 1.555e-18
1.622 1.335e-18
1.641 1.149e-18
1.66 9.91e-19
1.679 8.581e-19
1.698 7.461e-19
1.718 6.52e-19
1.738 5.731e-19
1.758 5.071e-19
1.778 4.52e-19
1.799 4.061e-19
1.82 3.679e-19
1.841 3.361e-19
1.862 3.096e-19
1.884 2.874e-19
1.905 2.686e-19
1.928 2.527e-19
1.95 2.391e-19
1.972 2.273e-19
1.995 2.169e-19
2.018 2.077e-19
2.042 1.994e-19
2.065 1.918e-19
2.089 1.848e-19
2.113 1.784e-19
2.138 1.723e-19
2.163 1.666e-19
2.188 1.612e-19
2.213 1.56e-19
2.239 1.511e-19
2.265 1.464e-19
2.291 1.419e-19
2.317 1.375e-19
2.344 1.333e-19
2.371 1.293e-19
2.399 1.254e-19
2.427 1.216e-19
2.455 1.179e-19
2.483 1.144e-19
2.512 1.11e-19
2.541 1.077e-19
2.57 1.045e-19
2.6 1.013e-19
2.63 9.833e-20
2.661 9.541e-20
2.692 9.258e-20
2.723 8.984e-20
2.754 8.719e-20
2.786 8.461e-20
2.818 8.212e-20
2.851 7.97e-20
2.884 7.735e-20
2.917 7.507e-20
2.951 7.287e-20
2.985 7.073e-20
3.02 6.865e-20
3.055 6.664e-20
3.09 6.469e-20
3.126 6.28e-20
3.162 6.096e-20
3.199 5.918e-20
3.236 5.746e-20
3.273 5.578e-20
3.311 5.415e-20
3.35 5.258e-20
3.388 5.105e-20
3.428 4.956e-20
3.467 4.812e-20
3.508 4.673e-20
3.548 4.537e-20
3.589 4.406e-20
3.631 4.278e-20
3.673 4.154e-20
3.715 4.034e-20
3.758 3.917e-20
3.802 3.804e-20
3.846 3.694e-20
3.89 3.588e-20
3.936 3.484e-20
3.981 3.384e-20
4.027 3.286e-20
4.074 3.192e-20
4.121 3.1e-20
4.169 3.011e-20
4.217 2.924e-20
4.266 2.841e-20
4.315 2.759e-20
4.365 2.68e-20
4.416 2.603e-20
4.467 2.529e-20
4.519 2.457e-20
4.571 2.387e-20
4.624 2.318e-20
4.677 2.252e-20
4.732 2.188e-20
4.786 2.126e-20
4.842 2.066e-20
4.898 2.007e-20
4.955 1.951e-20
5.012 1.896e-20
5.07 1.842e-20
5.129 1.791e-20
5.188 1.741e-20
5.248 1.692e-20
5.309 1.645e-20
5.37 1.6e-20
5.433 1.556e-20
5.495 1.514e-20
5.559 1.474e-20
5.623 1.435e-20
5.689 1.397e-20
5.754 1.362e-20
5.821 1.328e-20
5.888 1.297e-20
5.957 1.268e-20
#6.026 1.243e-20
#6.095 1.222e-20
#6.166 1.206e-20
#6.237 1.199e-20
#6.31 1.206e-20
#6.383 1.239e-20
#6.457 1.323e-20
#6.531 1.534e-20
#6.607 2.168e-20
#6.683 2.06e-19
#6.761 4.707e-20
#6.839 1.958e-20
#6.918 1.497e-20
#6.998 1.592e-20
#7.079 1.326e-19
#7.161 3.819e-20
#7.244 1.445e-20
#7.328 1.049e-20
#7.413 8.964e-21
#7.499 8.136e-21
#7.586 7.587e-21
#7.674 7.177e-21
#7.762 6.844e-21
7.852 6.56e-21
7.943 6.309e-21
8.035 6.082e-21
8.128 5.872e-21
8.222 5.676e-21
8.318 5.492e-21
8.414 5.318e-21
8.511 5.151e-21
8.61 4.993e-21
8.71 4.841e-21
8.81 4.695e-21
8.913 4.554e-21
9.016 4.419e-21
9.12 4.288e-21
9.226 4.162e-21
9.333 4.04e-21
9.441 3.922e-21
9.55 3.808e-21
9.661 3.697e-21
9.772 3.59e-21
9.886 3.487e-21
10 3.386e-21
10.12 3.289e-21
10.23 3.194e-21
10.35 3.103e-21
10.47 3.014e-21
