# real and imag parts of the whitening filter for initial LIGO detectors
# data format:  f (Hz)  re(W(f)) im(W(f)) (both in units of rHz/strain)
#
0.000000e+00 1.200385e+12 0.000000e+00
0.100000e+00 1.293551e+12 0.000000e+00
0.200000e+00 1.402395e+12 0.000000e+00
0.300000e+00 1.531239e+12 0.000000e+00
0.400000e+00 1.686153e+12 0.000000e+00
0.500000e+00 1.875940e+12 0.000000e+00
0.600000e+00 2.113870e+12 0.000000e+00
0.700000e+00 2.420921e+12 0.000000e+00
0.800000e+00 2.832332e+12 0.000000e+00
0.900000e+00 3.412201e+12 0.000000e+00
1.000000e+00 4.218235e+12 0.000000e+00
1.010000e+00 4.290630e+12 0.000000e+00
1.020000e+00 4.363801e+12 0.000000e+00
1.030000e+00 4.437423e+12 0.000000e+00
1.040000e+00 4.511495e+12 0.000000e+00
1.050000e+00 4.586020e+12 0.000000e+00
1.060000e+00 4.660918e+12 0.000000e+00
1.070000e+00 4.736239e+12 0.000000e+00
1.080000e+00 4.811903e+12 0.000000e+00
1.090000e+00 4.887872e+12 0.000000e+00
1.100000e+00 4.964159e+12 0.000000e+00
1.110000e+00 5.040704e+12 0.000000e+00
1.120000e+00 5.117472e+12 0.000000e+00
1.130000e+00 5.194454e+12 0.000000e+00
1.140000e+00 5.271593e+12 0.000000e+00
1.150000e+00 5.348852e+12 0.000000e+00
1.160000e+00 5.426172e+12 0.000000e+00
1.170000e+00 5.503547e+12 0.000000e+00
1.180000e+00 5.580886e+12 0.000000e+00
1.190000e+00 5.657997e+12 0.000000e+00
1.200000e+00 5.736313e+12 0.000000e+00
1.210000e+00 5.813007e+12 0.000000e+00
1.220000e+00 5.889802e+12 0.000000e+00
1.240000e+00 5.966409e+12 0.000000e+00
1.250000e+00 6.042734e+12 0.000000e+00
1.260000e+00 6.118678e+12 0.000000e+00
1.270000e+00 6.194213e+12 0.000000e+00
1.280000e+00 6.269239e+12 0.000000e+00
1.290000e+00 6.343688e+12 0.000000e+00
1.310000e+00 6.417538e+12 0.000000e+00
1.320000e+00 6.490640e+12 0.000000e+00
1.330000e+00 6.562971e+12 0.000000e+00
1.340000e+00 6.634423e+12 0.000000e+00
1.360000e+00 6.704929e+12 0.000000e+00
1.370000e+00 6.774425e+12 0.000000e+00
1.380000e+00 6.842753e+12 0.000000e+00
1.390000e+00 6.909895e+12 0.000000e+00
1.410000e+00 6.975739e+12 0.000000e+00
1.420000e+00 7.040171e+12 0.000000e+00
1.430000e+00 7.103080e+12 0.000000e+00
1.450000e+00 7.164402e+12 0.000000e+00
1.460000e+00 7.223972e+12 0.000000e+00
1.470000e+00 7.281730e+12 0.000000e+00
1.490000e+00 7.337565e+12 0.000000e+00
1.500000e+00 7.391256e+12 0.000000e+00
1.510000e+00 7.442802e+12 0.000000e+00
1.530000e+00 7.492039e+12 0.000000e+00
1.540000e+00 7.538806e+12 0.000000e+00
1.560000e+00 7.582996e+12 0.000000e+00
1.570000e+00 7.624450e+12 0.000000e+00
1.580000e+00 7.663070e+12 0.000000e+00
1.600000e+00 7.698644e+12 0.000000e+00
1.610000e+00 7.731082e+12 0.000000e+00
1.630000e+00 7.760240e+12 0.000000e+00
1.640000e+00 7.785857e+12 0.000000e+00
1.660000e+00 7.807925e+12 0.000000e+00
1.670000e+00 7.826135e+12 0.000000e+00
1.690000e+00 7.840370e+12 0.000000e+00
1.710000e+00 7.850526e+12 0.000000e+00
1.720000e+00 7.856324e+12 0.000000e+00
1.740000e+00 7.857620e+12 0.000000e+00
1.750000e+00 7.854225e+12 0.000000e+00
1.770000e+00 7.845968e+12 0.000000e+00
1.790000e+00 7.832632e+12 0.000000e+00
1.800000e+00 7.814087e+12 0.000000e+00
1.820000e+00 7.790043e+12 0.000000e+00
1.840000e+00 7.760360e+12 0.000000e+00
1.850000e+00 7.724812e+12 0.000000e+00
1.870000e+00 7.683147e+12 0.000000e+00
1.890000e+00 7.635278e+12 0.000000e+00
1.910000e+00 7.580811e+12 0.000000e+00
1.920000e+00 7.519702e+12 0.000000e+00
1.940000e+00 7.451621e+12 0.000000e+00
1.960000e+00 7.376426e+12 0.000000e+00
1.980000e+00 7.293786e+12 0.000000e+00
2.000000e+00 7.203573e+12 0.000000e+00
2.010000e+00 7.105502e+12 0.000000e+00
2.030000e+00 6.999321e+12 0.000000e+00
2.050000e+00 6.884871e+12 0.000000e+00
2.070000e+00 6.761874e+12 0.000000e+00
2.090000e+00 6.630025e+12 0.000000e+00
2.110000e+00 6.489167e+12 0.000000e+00
2.130000e+00 6.338983e+12 0.000000e+00
2.150000e+00 6.179209e+12 0.000000e+00
2.170000e+00 6.009579e+12 0.000000e+00
2.190000e+00 5.829816e+12 0.000000e+00
2.210000e+00 5.639585e+12 0.000000e+00
2.230000e+00 5.438536e+12 0.000000e+00
2.250000e+00 5.226244e+12 0.000000e+00
2.270000e+00 5.002276e+12 0.000000e+00
2.290000e+00 4.765990e+12 0.000000e+00
2.310000e+00 4.516630e+12 0.000000e+00
2.330000e+00 4.253220e+12 0.000000e+00
2.360000e+00 3.974247e+12 0.000000e+00
2.380000e+00 3.677552e+12 0.000000e+00
2.400000e+00 3.359809e+12 0.000000e+00
2.420000e+00 3.015991e+12 0.000000e+00
2.440000e+00 2.639623e+12 0.000000e+00
2.470000e+00 2.230390e+12 0.000000e+00
2.490000e+00 1.838350e+12 0.000000e+00
2.510000e+00 1.636324e+12 0.000000e+00
2.540000e+00 1.605250e+12 0.000000e+00
2.560000e+00 1.462241e+12 0.000000e+00
2.580000e+00 1.201487e+12 0.000000e+00
2.610000e+00 9.149215e+11 0.000000e+00
2.630000e+00 6.948836e+11 0.000000e+00
2.650000e+00 6.704210e+11 0.000000e+00
2.680000e+00 8.800958e+11 0.000000e+00
2.700000e+00 1.219426e+12 0.000000e+00
2.730000e+00 1.616574e+12 0.000000e+00
2.750000e+00 2.044405e+12 0.000000e+00
2.780000e+00 2.492361e+12 0.000000e+00
2.810000e+00 2.955659e+12 0.000000e+00
2.830000e+00 3.431803e+12 0.000000e+00
2.860000e+00 3.919233e+12 0.000000e+00
2.880000e+00 4.416922e+12 0.000000e+00
2.910000e+00 4.923974e+12 0.000000e+00
2.940000e+00 5.439660e+12 0.000000e+00
2.960000e+00 5.963278e+12 0.000000e+00
2.990000e+00 6.494181e+12 0.000000e+00
3.020000e+00 7.031607e+12 0.000000e+00
3.050000e+00 7.574840e+12 0.000000e+00
3.080000e+00 8.123080e+12 0.000000e+00
3.100000e+00 8.675510e+12 0.000000e+00
3.130000e+00 9.231309e+12 0.000000e+00
3.160000e+00 9.789525e+12 0.000000e+00
3.190000e+00 1.034907e+13 0.000000e+00
3.220000e+00 1.090903e+13 0.000000e+00
3.250000e+00 1.146823e+13 0.000000e+00
3.280000e+00 1.202547e+13 0.000000e+00
3.310000e+00 1.257957e+13 0.000000e+00
3.340000e+00 1.312915e+13 0.000000e+00
3.370000e+00 1.367282e+13 0.000000e+00
3.400000e+00 1.420915e+13 0.000000e+00
3.440000e+00 1.473657e+13 0.000000e+00
3.470000e+00 1.525344e+13 0.000000e+00
3.500000e+00 1.575811e+13 0.000000e+00
3.530000e+00 1.624875e+13 0.000000e+00
3.560000e+00 1.672347e+13 0.000000e+00
3.600000e+00 1.718036e+13 0.000000e+00
3.630000e+00 1.761742e+13 0.000000e+00
3.660000e+00 1.803244e+13 0.000000e+00
3.700000e+00 1.842326e+13 0.000000e+00
3.730000e+00 1.878760e+13 0.000000e+00
3.770000e+00 1.912302e+13 0.000000e+00
3.800000e+00 1.942713e+13 0.000000e+00
3.840000e+00 1.969729e+13 0.000000e+00
3.870000e+00 1.993104e+13 0.000000e+00
